,alert_type,headline,url,post
139,Road Conditions,No Travel Advised issued for western North Dakota,/dotnet/news/Public/View/8198,"February 3, 20195:00 p.m. No Travel Advised issued for western North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a No Travel Advisory for western North Dakota due to snow and blowing
snow creating hazardous road conditions and near zero visibility. Cities
included in the Travel Alert are Belfield,
Dickinson, Killdeer, Williston, Watford City, New Town, Minot, Towner, Mohall,
Bismarck, Mandan, Underwood, Center, surrounding areas. A No
Travel Advisory means conditions are such that motorists should not
travel in these areas.   A Travel Alert remains
in effect for northeastern North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Cities included in
the Travel Alert are, Devils Lake,
Grand Forks, and surrounding areas. The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. 
Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
140,Road Conditions,Travel Alert extended to western North Dakota,/dotnet/news/Public/View/8197,"February 3, 20192:45 p.m.
 
Travel Alert extended to western North Dakota
The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to southwest North Dakota due to snow and blowing snow
creating slippery road conditions and areas of reduced visibility. Cities
included in the Travel Alert are
Dickinson, Killdeer, Beulah, surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions. 
A Travel Alert remains
in effect for northern North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Cities included in
the Travel Alert are Williston,
Minot, Devils Lake, Grand Forks, and surrounding areas. 
The
three categories are as follows:
1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate. 
2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate. 
3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. 
Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
141,Road Conditions,Travel Alert extended to northeast North Dakota,/dotnet/news/Public/View/8196,"February 3, 20191:55 p.m. Travel Alert extended to northeast North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to northeast North Dakota due to snow and blowing snow
creating slippery road conditions and areas of reduced visibility. Cities
included in the Travel Alert are Devils
Lake, Rugby, Langdon, Grand Forks, Pembina, Drayton, and surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions.   A Travel Alert remains
in effect for northwest North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Cities included in
the Travel Alert are Williston,
Watford City, new Town, Tioga, Minot, Towner, Mohall, Harvey, and surrounding
areas. The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
142,Road Conditions,Travel Alert issued for northwest North Dakota,/dotnet/news/Public/View/8195,"February 3, 201910:00 a.m. Travel Alert issued for northwest North Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a Travel Alert for northwest North Dakota due to snow and blowing
snow creating slippery road conditions and areas of reduced visibility. Cities
included in the Travel Alert are Williston,
Watford City, New Town, Tioga, Minot, Towner, Mohall, Harvey, and surrounding
areas. A
Travel Alert means conditions are such that motorists can still
travel in these areas, but should be advised of rapidly changing
conditions. Motorists are encouraged to reduce speeds and drive according to
the conditions.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
144,Road Conditions,No Travel Advisory LIFTED for northeast; Travel Alert remains in effect for portions of eastern ND,/dotnet/news/Public/View/8193,"January 29, 20196:00 p.m. No
Travel Advisory LIFTED for northeast; Travel Alert remains in effect for
portions of eastern ND The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have LIFTED the No Travel
Advisory for northeast North Dakota including Grand Forks and surrounding
areas. A Travel Alert is in effect
for the northeast portion of the state including Grand Forks and surrounding
areas due to reduced visibility. In addition, a Travel Alert remains in effect for Valley City, Jamestown,
Ellendale and Ashley due to blowing snow creating areas of reduced visibility. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be advised of
changing conditions.  The National Weather Service has a Wind Chill Warning out for
most of the state until noon (CST) on Thursday. A Wind Chill Warning means the
combination of very cold air and the wind will create dangerously low wind
chill values. Frostbite can occur quickly and even hypothermia or death if
precautions are not taken.  If traveling here are some tips to keep you safe:·         Carry a fully
charged cell phone.·         Let someone
know when you depart, your route, and expected arrival time.·         Dress
according to weather conditions. Keep dry and wear clothing in layers.·         Do not leave
without a full fuel tank.·         Pack a winter
survival kit with items such as blankets, candle, water, flashlight and food. ·         If you were to
become stranded; stay with your vehicle, run the engine if extremely cold, and
keep exhaust pipe clear of snow.  The NDDOT and NDHP warn the public to be aware that, with these
very cold temperatures, black ice may be encountered on roadways, especially in
high traffic areas. Bridge decks in the metro areas can become extremely icy
during these cold temperatures. Much of the black ice is created by the
moisture tracked onto roadways by vehicles and from vehicles’ exhaust systems.
Black ice forms when temperatures drop rapidly and any moisture on the road
freezes into a smooth, nearly invisible, slippery surface. This thin layer of
ice is very hard for motorists to detect, so drivers need to be especially
vigilant in looking for changes in a road’s surface that may affect traction. All travelers are encouraged to monitor road conditions as weather
conditions occur and use caution while traveling. For road information, call
511 from any type of phone or go to the website: www.dot.nd.gov . The NDDOT
works hard to keep travelers informed of road conditions. However, the road
conditions are not reported 24 hours a day but updated every day from 5 a.m. to
10 p.m. Central Time, including holidays. It’s important to remember that the
conditions may vary from what is being reported."
145,Road Conditions,Travel Alert extended in southeast region of ND ,/dotnet/news/Public/View/8192,"The North Dakota Department of
Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have extended the Travel Alert in the southeast region of North
Dakota to include Valley City, Jamestown, Ellendale and Ashley due to blowing
snow creating areas of reduced visibility.
A  No Travel Advisory remains in effect for
Grand Forks and surrounding areas due to blowing snow creating areas of near zero
visibility. A No Travel
Advisory means conditions are such that motorists should not travel in
these areas. 
A Travel Alert remains in effect for Fargo,
Casselton, Lisbon, Hillsboro, Wahpeton and surrounding areas due to blowing
snow creating areas of reduced visibility. A Travel Alert means conditions are such that
motorists can still travel
in these areas, but should be advised of changing conditions.
Motorists are encouraged to wear seat belts, reduce
speeds and drive according to the conditions."
146,Road Conditions,No Travel Advisory issued for northeastern ND; Travel Alert for southeast ,/dotnet/news/Public/View/8191,"The North Dakota Department of
Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have
issued a No Travel Advisory for northeast North Dakota including Grand
Forks and surrounding areas due to blowing snow creating areas of near zero visibility. A No
Travel Advisory means conditions are such that motorists should not travel in
these areas. 
In addition, a Travel Alert has been
issued for southeast North Dakota due to blowing snow creating areas of reduced
visibility. Cities included in the Travel Alert are Fargo, Casselton, Lisbon, Hillsboro, Wahpeton
and surrounding areas. A Travel
Alert means conditions are such that motorists can still travel in
these areas, but should be advised of changing conditions. Motorists are
encouraged to wear seat belts, reduce speeds and drive according to the
conditions. 
NDDOT releases information to inform the
public about travel conditions throughout the state. The three categories are
as follows: 

1. TRAVEL
     ALERT – Motorists
     can still travel but may encounter areas of challenging winter weather
     driving conditions on roadways. Motorists should allow extra time to reach
     their destination and be alert to conditions that may make travel
     difficult, change rapidly, or cause travel delays. A TRAVEL ALERT has the
     potential to change to a NO TRAVEL ADVISED if conditions deteriorate.

 

NO TRAVEL
     ADVISED –
     Motorists should not travel due to hazardous conditions which may make it
     unsafe to travel. Snowplows may be pulled from the roads during
     severe conditions. Motorists should take NO TRAVEL ADVISED seriously as
     those motorists who choose to travel at their own risk may become stranded
     and emergency responders may not be able to reach them safely. A NO TRAVEL
     ADVISED has the potential to change to a ROAD CLOSED OR BLOCKED if
     conditions deteriorate.

 

ROAD
     CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed
     road due to life threatening conditions. The road may be impassible
     or blocked. Motorists who drive past a road closure device may be
     fined up to $250. 

 
All travelers are encouraged to monitor
road conditions as weather conditions occur and use caution while traveling.
For road information, call 511 from any type of phone or go to the Travel
Information Map at www.dot.nd.gov."
147,Road Conditions,Travelers advised of black ice on roadways,/dotnet/news/Public/View/8190,"The North Dakota Department of Transportation
(NDDOT) and the North Dakota Highway Patrol warn the public to be aware that,
with very cold temperatures, black ice may be encountered on roadways,
especially in high traffic areas.
Much of the black ice
is created by the moisture tracked onto roadways by vehicles and from vehicles’
exhaust systems. Black ice forms when temperatures drop rapidly and any
moisture on the road freezes into a smooth, nearly invisible, slippery surface.
This thin layer of ice is very hard for motorists to detect, so drivers need to
be especially vigilant in looking for changes in a road’s surface that may
affect traction.
Crews are working to improve road conditions,
however de-icers are less effective in extremely cold temperatures. Maintenance
crews are limited to applying abrasive material such as sand to provide
temporary traction and using equipment to scrape ice and compacted snow.
All travelers are encouraged to monitor road
conditions as weather conditions occur and use caution while traveling. For
road information, call 511 from any type of phone or go to the website: www.dot.nd.gov . 
The
NDDOT works hard to keep travelers informed of road conditions. However, the
road conditions are not reported 24 hours a day but updated every day from 5
a.m. to 10 p.m. Central Time, including holidays. It’s important to remember
that the conditions may vary from what is being reported."
148,Road Conditions,Travel Alert issued for Grand Forks and surrounding areas,/dotnet/news/Public/View/8189,"The North Dakota Department of
Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have
issued a Travel Alert for Grand Forks and surrounding areas due to
strong winds and blowing snow which is creating
reduced visibility and creating hazardous driving conditions. Cities included
in the Travel Alert are Grand Forks, Drayton, Grafton,
Cavalier, Michigan, Cooperstown and surrounding areas. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be
advised of rapidly changing conditions. Motorists are encouraged to reduce
speeds, drive according to the conditions and always wear your seat
belt. All travelers are encouraged to monitor road conditions as weather
conditions occur and use caution while traveling. For road information, call
511 from any type of phone or go to the Travel Information Map at www.dot.nd.gov."
149,Road Conditions,No Travel Advisory LIFTED for all areas of the state ,/dotnet/news/Public/View/8188,"The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have LIFTED the No Travel Advisory for
all areas of the state including Bismarck, Mandan, Williston, Dickinson, Minot,
Devils Lake, Jamestown, Grand Forks, and surrounding areas. Motorists are
asked to drive with care as scattered ice and snow may be present on the
highways. 
Motorists are encouraged to reduce speeds,
drive according to the conditions and always wear your seat belt. All
travelers are encouraged to monitor road conditions as weather conditions occur
and use caution while traveling. For road information, call 511 from any type
of phone or go to the Travel Information Map at www.dot.nd.gov"
150,Road Conditions,No Travel Advised extended to Jamestown area,/dotnet/news/Public/View/8187,"January 27, 20199:30 p.m. No Travel Advised extended to Jamestown area The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the No Travel Advisory to the Jamestown area due to icy roads, blowing
snow and high winds causing poor visibility and hazardous driving conditions.
Cities included in the No Travel
Advisory are Jamestown, Medina, Ellendale, Ashley, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas. A No Travel Advisory remains
in effect for south central, northern, and western North Dakota due to icy
roads, blowing snow, and high winds causing near zero visibility and hazardous
driving conditions. Cities included in the No
Travel Advisory are Bismarck, Mandan, Williston, Minot, Devils Lake, Grand
Forks, Dickinson, and surrounding areas.   A Travel Alert remains
in effect for southeast North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Be cautious when
meeting and passing vehicles as snow fog will reduce visibility. Cities included
in the Travel Alert are Valley City,
Fargo, Wahpeton, and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
151,Road Conditions,No Travel Advised extended to western North Dakota,/dotnet/news/Public/View/8186,"January 27, 20198:30 p.m. No Travel Advised extended to western North Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the No Travel Advisory to western North Dakota due to icy roads,
blowing snow and high winds causing poor visibility and hazardous driving conditions.
Cities included in the No Travel
Advisory are Belfield, Dickinson, Killdeer, Beulah, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas. A No Travel Advisory remains
in effect for south central and northern North Dakota due to freezing rain and
snow causing slippery roads as temperatures decrease through the night. Cities
included in the No Travel Advisory are
Bismarck, Mandan, Williston, Minot, Devils Lake, Grand Forks, and surrounding
areas.   A Travel Alert remains
in effect for southeast North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Be cautious when
meeting and passing vehicles as snow fog will reduce visibility. Cities included
in the Travel Alert are Jamestown,
Valley City, Fargo, Wahpeton, and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
152,Road Conditions,No Travel Advised extended to northern North Dakota,/dotnet/news/Public/View/8185,"January 27, 20196:00 p.m. No Travel Advised extended to northern North Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the No Travel Advisory to northern North Dakota due to freezing rain,
snow accumulations, and blowing snow causing hazardous travel conditions, slippery
roads, and reduced visibility. Cities included in the No Travel Advisory are Williston, Minot, Devils Lake, Grand Forks, and
surrounding areas. A No Travel Advisory means conditions are such
that motorists should not travel in these areas. A No Travel Advisory remains
in effect for south central North Dakota due to freezing rain and snow causing
slippery roads as temperatures decrease through the night. Cities included in
the No Travel Advisory are
Selfridge, Linton, Bismarck, Mandan, Glen Ullin, Underwood, Steele, and
surrounding areas.   A Travel Alert remains
in effect for southeast North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Be cautious when
meeting and passing vehicles as snow fog will reduce visibility. Cities included
in the Travel Alert are Jamestown,
Valley City, Fargo, Wahpeton, and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
153,Road Conditions,No Travel Advised issued for south central North Dakota,/dotnet/news/Public/View/8184,"January 27, 20194:30 p.m. No Travel Advised issued for south central North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a No Travel Advisory for south central North Dakota due to freezing
rain and snow causing slippery roads as temperatures decrease through the
night. Cities included in the No Travel
Advisory are Selfridge, Linton, Bismarck, Mandan, Glen Ullin, Underwood,
Steele, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas  A Travel Alert remains
in effect for north central, northeast, southeast North Dakota due to snow and
blowing snow creating slippery road conditions and areas of reduced visibility.
Be cautious when meeting and passing vehicles as snow fog will reduce visibility.
Cities included in the Travel Alert are
Minot, Devils Lake, Grand Forks, Jamestown, Valley City, Fargo, Wahpeton, and
surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate. 3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
154,Road Conditions,Travel Alert extended to southeast North Dakota,/dotnet/news/Public/View/8183,"January 27, 20191:25 p.m. Travel Alert extended to southeast North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to southeast North Dakota due to snow and blowing snow
creating slippery road conditions and areas of reduced visibility. Be cautious
when meeting and passing vehicles as snow fog will reduce visibility. Cities
included in the Travel Alert are Jamestown,
Valley City, Fargo, Wahpeton, and surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions.   A Travel Alert remains
in effect for north central and northeast North Dakota due to snow and blowing
snow creating slippery road conditions and areas of reduced visibility. Be cautious
when meeting and passing vehicles as snow fog will reduce visibility. Cities included
in the Travel Alert are Minot, Parshall,
Bottineau, Harvey, Rugby, Devils Lake, Carrington, Grand Forks, Pembina, Drayton,
and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
155,Road Conditions,Travel Alert extended to north east North Dakota,/dotnet/news/Public/View/8182,"January 27, 201912:00 p.m. Travel Alert extended to north east North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have extended the Travel Alert to north east North Dakota due to snow and blowing
snow creating slippery road conditions and areas of reduced visibility. Be cautious
when meeting and passing vehicles as snow fog will reduce visibility. Cities
included in the Travel Alert are Grand
Forks, Pembina, Drayton, and surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions.   A Travel Alert remains
in effect for north central North Dakota due to snow and blowing snow creating
slippery road conditions and areas of reduced visibility. Be cautious when
meeting and passing vehicles as snow fog will reduce visibility. Cities included
in the Travel Alert are Minot, Parshall,
Bottineau, Harvey, Rugby, Devils Lake, Carrington, and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
156,Road Conditions,Travel Alert issued for north central North Dakota,/dotnet/news/Public/View/8181,"January 27, 201910:50 a.m. Travel Alert issued for north central North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a Travel Alert for north central North Dakota due to snow and blowing
snow creating slippery road conditions and areas of reduced visibility. Be cautious
when meeting and passing vehicles as snow fog will reduce visibility. Cities
included in the Travel Alert are
Minot, Parshall, Bottineau, Harvey, Rugby, Devils Lake, Carrington, and
surrounding areas. A Travel Alert means conditions are such that motorists
can still travel in these areas, but should be advised of rapidly changing
conditions. Motorists are encouraged to reduce speeds and drive according to
the conditions.   The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
